,id,original_title,popularity,budget_adj,revenue_adj,tagline,keywords,genres,production_companies,vote_average,release_year
5348,9414,The Man Who Knew Too Little,0.37438,27169206.4214,18749136.5287,"He’s on a mission so secret, even he doesn’t know about it.",london|bomb|brother brother relationship|helicopter|based on novel,Comedy,Regency Enterprises,6.5,1997
5349,34314,Turbulence,0.364359,74715317.659,15576225.5859,"If you weren't afraid of flying before, you will be now.",stewardess|airplane|shootout|air marshal|christmas,Action,Metro-Goldwyn-Mayer (MGM),5.3,1997
5354,8854,Steel,0.345909,21735365.1372,2290946.88081,Heroes don't come any bigger.,dc comics|los angeles|soldier|military,Science Fiction,Warner Bros. Pictures,4.3,1997
5358,9403,Private Parts,0.325869,38036888.99,56010404.4476,Never before has a man done so much with so little.,sexuality|becoming an adult|eroticism|radio|jew,Comedy,Paramount Pictures,6.6,1997
5362,12628,Playing God,0.05639,16301523.8529,5433841.28429,Joining this deadly underworld was easy. But getting out...deadly!,fbi|gang war|surgeon|beautiful woman|los angeles,Drama,Touchstone Pictures,5.7,1997
5364,9413,Picture Perfect,0.285559,25810746.1004,60223283.3307,She was prepared for anything until love stormed in.,fire|hero|lie|career woman|photography,Comedy,20th Century Fox,5.2,1997
5386,9406,An American Werewolf in Paris,0.223151,29886127.0636,36094919.698,Things are about to get a little hairy.,paris|meat|cowardliness|animal horror,Horror,Hollywood Pictures,5.3,1997
5387,11831,Amistad,0.22136,48904571.5586,100526063.759,Freedom is not given. It is our right at birth. But there are some moments when it must be taken.,cuba|mutiny|slavery|sentence|historical figure,Drama,DreamWorks,6.6,1997
5390,25624,Rosewood,0.212272,40753809.6322,17837058.1183,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",racial segregation,Drama,New Deal Productions,6.0,1997
5391,330,The Lost World: Jurassic Park,0.21055,99167603.4383,311188651.422,Something has survived.,exotic island|dna|paleontology|tyrannosaurus rex|velociraptor,Adventure,Universal Pictures,6.1,1997
5392,10871,Switchback,0.206863,50263031.8797,8805804.70095,The hunter becomes the hunted.,loss of son|serial killer|train,Action,Paramount Pictures,5.7,1997
5415,13852,The Castle,0.065672,1068666.77308,1170706.16164,Ordinary Family. Extraordinary Story.,underdog|airport|court case|australian|family history,Drama,Working Dog,7.0,1997
5422,109445,Frozen,6.112766,140405002.911,1192711491.12,Only the act of true love will thaw a frozen heart.,queen|musical|princess|betrayal|snowman,Animation,Walt Disney Pictures,7.5,2013
5423,49047,Gravity,5.242753,98283502.0377,670567465.54,Don't Let Go,space mission|space|astronaut|trapped in space|3d,Science Fiction,Warner Bros.,7.4,2013
5424,76338,Thor: The Dark World,5.1119,159125669.966,449076041.478,Delve into the darkness,marvel comic|comic|superhero|hostile takeover|norse mythology,Action,Marvel Studios,6.8,2013
5425,68721,Iron Man 3,4.946136,187206670.548,1137692372.64,Unleash the power behind the armor.,terrorist|war on terror|tennessee|malibu|marvel comic,Action,Marvel Studios,6.9,2013
5426,75656,Now You See Me,4.942928,70202501.4555,110170090.365,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,paris|bank|secret|fbi|vault,Thriller,Summit Entertainment,7.3,2013
5427,101299,The Hunger Games: Catching Fire,4.921275,121684335.856,793216614.966,Every revolution begins with a spark.,based on novel|mentor|secret|factory|television,Science Fiction,Lionsgate,7.4,2013
5428,106646,The Wolf of Wall Street,4.877927,93603335.274,366925723.881,EARN. SPEND. PARTY.,corruption|sex|sexuality|bank|humor,Crime,Paramount Pictures,7.9,2013
5429,68726,Pacific Rim,4.705208,168486003.493,381529914.69,"To Fight Monsters, We Created Monsters",dystopia|giant robot|giant monster|apocalypse|imax,Action,Legendary Pictures,6.7,2013
5430,75612,Oblivion,4.405923,112324002.329,267863327.898,Earth is a memory worth fighting for,spacecraft|dystopia|space|drone|imax,Action,Universal Pictures,6.3,2013
5431,57158,The Hobbit: The Desolation of Smaug,4.310786,234008338.185,897094365.266,Beyond darkness... beyond desolation... lies the greatest danger of all.,elves|dwarves|orcs|middle-earth (tolkien)|hobbits,Adventure,WingNut Films,7.6,2013
5432,49521,Man of Steel,3.97246,210607504.367,620445512.563,You will believe that a man can fly.,saving the world|dc comics|superhero|based on comic book|superhuman,Action,Legendary Pictures,6.5,2013
5433,152601,Her,3.951582,21528767.113,44322350.23,A Spike Jonze Love Story,artificial intelligence|computer|loneliness,Romance,Annapurna Pictures,7.8,2013
5434,93456,Despicable Me 2,3.928789,71138534.8083,908665501.929,Back 2 Work,secret agent|bakery|falling in love|father daughter relationship|duringcreditsstinger,Animation,Universal Pictures,7.0,2013
5435,54138,Star Trek Into Darkness,3.877342,177846337.021,437469458.168,Earth Will Fall,spacecraft|friendship|sequel|futuristic|space,Action,Paramount Pictures,7.4,2013
5436,76203,12 Years a Slave,3.625529,18720667.0548,175038236.962,The extraordinary true story of Solomon Northup,whip|slavery|plantation|night shift|kidnapping,Drama,Plan B Entertainment,7.9,2013
5437,87421,Riddick,3.518275,35569267.4041,92046987.9383,Survival Is His Revenge,dystopia|revenge|alien|planet|imax,Science Fiction,One Race Productions,6.2,2013
5438,138843,The Conjuring,3.472358,12168433.5856,297658738.152,Based on the true case files of the Warrens,sister sister relationship|exorcism|rhode island|based on true story|farmhouse,Horror,New Line Cinema,7.4,2013
5439,64682,The Great Gatsby,3.200427,98283502.0377,328585540.344,Reserving judgments is a matter of infinite hope. ...I come to the admission that it has a limit.,based on novel|infidelity|obsession|hope|3d,Drama,Village Roadshow Pictures,7.2,2013
5441,68724,Elysium,2.951594,107643835.565,267837238.776,He can save us all.,dystopia|space station|class conflict,Science Fiction,TriStar Pictures,6.5,2013
5442,47964,A Good Day to Die Hard,2.815499,86115068.4521,285166475.404,Yippee Ki-Yay Mother Russia,bomb|cia|russia|escape|courthouse,Action,Ingenious Media,5.2,2013
5443,158015,The Purge,2.811403,2808100.05822,83614574.2265,"One night a year, all crime is legal.",dystopia|barricade|home invasion|constitutional convention|legalized murder,Science Fiction,Universal Pictures,5.8,2013
5444,62211,Monsters University,2.643496,187206670.548,695996591.903,School never looked this scary.,monster|dormitory|games|prequel|animation,Animation,Walt Disney Pictures,7.0,2013
5445,72190,World War Z,2.604638,187206670.548,497843379.155,Remember Philly!,dystopia|apocalypse|zombies|nuclear weapons|flesh eating zombies,Action,Paramount Pictures,6.7,2013
5446,116745,The Secret Life of Walter Mitty,2.497001,84243001.7466,176099064.154,"Stop Dreaming, Start Living",photographer|magazine|iceland|daydream|photograph,Adventure,New Line Cinema,7.0,2013
5447,80274,Ender's Game,2.476989,102963668.801,117506997.785,This is not a game.,based on novel|intolerance|chosen one|child prodigy|futuristic,Science Fiction,Summit Entertainment,6.6,2013
5448,138832,We're the Millers,2.443357,34633234.0514,252723500.428,-If anyone asks.,mexico|police|gang|drug smuggling|drug,Comedy,New Line Cinema,6.9,2013
5449,136400,2 Guns,2.196946,57098034.5172,123500625.27,"2 Guns, 1 Bank.",undercover|undercover agent|based on comic book|number in title|money,Action,Universal Pictures,6.6,2013
5451,96721,Rush,2.119986,35569267.4041,84474786.0696,Everyone's driven by something.,world champion|sport|racing car|formula 1|automobile racing,Drama,Revolution Films,7.7,2013
5454,117263,Olympus Has Fallen,2.063266,65522334.6918,150725369.686,When our flag falls our nation will rise.,white house|secret service|terrorist attack,Action,Nu Image Films,6.2,2013
5455,76285,Percy Jackson: Sea of Monsters,2.032753,84243001.7466,163411533.616,"Where There Are Gods, There Are Monsters.",hermes|poseidon|demigod|golden fleece|olympus,Adventure,1492 Pictures,5.9,2013
5456,146233,Prisoners,2.032167,43057534.2261,114314652.292,Every moment matters.,pennsylvania|maze|vigilante|kidnapping|rural setting,Drama,Alcon Entertainment,7.8,2013
5458,168672,American Hustle,2.024873,37441334.1096,235105188.62,Everyone Hustles To Survive,con artist|mobster|written by director,Drama,Columbia Pictures,6.8,2013
5459,82654,Warm Bodies,1.999054,32761167.3459,109497801.258,Cold body. Warm heart.,post-apocalyptic|dystopia|zombies|zombie apocalypse|interspecies romance,Horror,Summit Entertainment,6.4,2013
5461,60304,Hansel & Gretel: Witch Hunters,1.92107,46801667.637,210423550.412,Classic tale. New twist.,witch|black magic|steampunk|good vs evil|troll,Fantasy,Paramount Pictures,5.7,2013
5462,64686,47 Ronin,1.91745,163805836.73,141305911.612,For courage. For loyalty. For honour.,japan|samurai|number in title|samurai sword|3d,Action,Mid Atlantic Films,5.8,2013
5464,123553,The Mortal Instruments: City of Bones,1.875017,56162001.1644,84772254.661,You have been chosen,angel|vampire|werewolf|warlock|downworlder,Action,Constantin Film Produktion,6.2,2013
5465,116711,Epic,1.874575,93603335.274,251256282.188,Discover a world beyond your imagination,fantasy|miniature people,Animation,Blue Sky Studios,6.4,2013
5466,193756,Lone Survivor,1.821423,37441334.1096,139745661.953,Based on True Acts of Courage,war|survival|navy seal|military|dangerous mission,Action,Universal Pictures,7.4,2013
5468,152532,Dallas Buyers Club,1.765514,4680166.7637,51667435.7741,Sometimes it takes a hustler to change the world,women|aids|biography|based on true story|hiv,Drama,Universal Pictures,7.8,2013
5469,49524,R.I.P.D.,1.689869,121684335.856,57705052.1464,To protect and serve the living,gold|police operation|partner|revenge|undead,Fantasy,Universal Pictures,5.3,2013
5471,151960,Planes,1.653164,46801667.637,205729564.988,From above the world of Cars,crop duster|fighter jet|animation,Animation,Walt Disney Pictures,5.7,2013
5472,122081,Spring Breakers,1.626627,4680166.7637,29694987.9158,A little sun can bring out your dark side.,female nudity|sex|florida|drug dealer|nudity,Drama,RabbitBandini Productions,5.0,2013
5474,158011,The Call,1.559076,12168433.5856,64186032.8847,There are 188 million 911 calls a year. This one made it personal.,underground|gas station|murder|suspense|kidnapping,Thriller,TriStar Pictures,6.6,2013
5475,109428,Evil Dead,1.526466,15912566.9966,91303456.3968,The most terrifying film you will ever experience.,demon|necronomicon|duringcreditsstinger,Horror,TriStar Pictures,6.3,2013
5476,137093,Last Vegas,1.496605,26208933.8767,125805175.89,It's going to be legendary,casino|marriage proposal|funeral|stag night|las vegas nevada,Comedy,Laurence Mark Productions,6.4,2013
5477,112205,The Family,1.483329,28081000.5822,34534225.1235,Some call it organized crime. Others call it family.,france|witness protection|mafia|mafia family,Crime,Canal Plus,6.1,2013
5480,97367,The Place Beyond the Pines,1.454579,14040500.2911,33215712.6303,If you ride like lightning you're gonna crash like thunder,father-son relationship|carnival|motorcycle|bank robbery,Drama,Sidney Kimmel Entertainment,6.7,2013
5482,109439,The Hangover Part III,1.439458,96411435.3323,338844141.086,It all ends.,sequel|hangover,Comedy,Legendary Pictures,6.0,2013
5483,49519,The Croods,1.432796,126364502.62,547746993.929,Meet the first modern family.,stone age|daughter|father|prehistoric|ancient world,Adventure,DreamWorks Animation,6.8,2013
5484,204082,Homefront,1.419386,20592733.7603,40304564.6602,How far would you go to protect your home?,based on novel|drug dealer|ex-cop|rural setting|undercover cop,Action,Millennium Films,6.4,2013
5485,107846,Escape Plan,1.41459,46801667.637,115052643.452,No one breaks out alone.,prison|muslim|ship|mystery|science fiction,Action,Summit Entertainment,6.7,2013
5486,133805,Carrie,1.412233,28081000.5822,77123801.6433,Know her name. Fear her power.,terror|based on novel|power|telekinesis|high school,Drama,Screen Gems,5.8,2013
5487,109424,Captain Phillips,1.40572,51481834.4007,88923168.5103,Out here survival is everything.,ship|hijacking|somalia|fisherman|blood,Action,Columbia Pictures,7.7,2013
5488,109091,The Counselor,1.388168,23400833.8185,66467104.9799,Sin Is A Choice.,poetry|lawyer|drug smuggling|drug trafficking|red dress,Thriller,Ingenious Media,4.9,2013
5489,117251,White House Down,1.375772,140405002.911,192230115.375,It Will Start Like Any Other Day.,u.s. president|conspiracy|secret service|the white house,Action,Columbia Pictures,6.4,2013
5491,87567,The Big Wedding,1.363563,32761167.3459,20423637.4631,It's never too late to start acting like a family,adoption|marriage|divorce|birth mother,Comedy,Millenium Films,5.6,2013
5492,209189,Life of Crime,1.358934,11232400.2329,1363496.3841,Right target. Wrong woman.,kidnapper|detroit,Comedy,Gotham Group,5.6,2013
5494,81005,Jack the Giant Slayer,1.3317,182526503.784,185042189.831,Prepare for a giant adventure,based on fairy tale|giant,Action,New Line Cinema,5.5,2013
5495,146238,Runner Runner,1.321896,28081000.5822,58611269.0927,The house always wins.,gambling|casino|gambling debts|dirty cop|puerto rico,Crime,20th Century Fox,5.5,2013
5497,212716,What If,1.316881,10296366.8801,7345053.71895,...being friends has its benefits?,male female relationship|best friend|falling in love,Drama,Fastnet Films,6.7,2013
5498,146239,Delivery Man,1.30454,24336867.1713,47891309.6791,You're never quite ready for what life delivers.,remake|sperm donor,Comedy,DreamWorks SKG,6.1,2013
5499,109414,This Is the End,1.302011,29953067.2877,117978881.215,Nothing ruins a party like the end of the world.,rape|monster|panic|friendship|celebrity,Action,Columbia Pictures,6.2,2013
5500,208134,Jackass Presents: Bad Grandpa,1.291008,14040500.2911,142119382.63,Real people. Real reactions. Real messed up.,duringcreditsstinger,Comedy,Paramount Pictures,6.1,2013
5501,119283,Parker,1.290891,32761167.3459,43260317.4276,"To get away clean, you have to play dirty.",professional thief,Action,SND,5.6,2013
5502,82700,After Earth,1.28446,121684335.856,228245299.709,"Danger is real, fear is a choice",dystopia,Science Fiction,Columbia Pictures,5.1,2013
5504,136795,The Heat,1.275381,40249434.1678,148524324.699,Action's never been so hot!,boston|fbi|buddy comedy,Action,Ingenious Film Partners,6.6,2013
5505,140823,Saving Mr. Banks,1.261132,32761167.3459,105345480.55,"Where her book ended, their story began.",biography|animation|writer|moviemaking,Comedy,Walt Disney Pictures,7.3,2013
5506,59859,Kick-Ass 2,1.251506,26208933.8767,27144967.2295,You Can't Fight Your Destiny.,crime fighter|secret identity|marvel comic|superhero|aftercreditsstinger,Action,Universal Pictures,6.3,2013
5507,157547,Oculus,1.227417,4680166.7637,41213778.7854,You see what it wants you to see,hallucination|supernatural|mirror|skepticism|ghost,Horror,Intrepid Pictures,6.2,2013
5508,57201,The Lone Ranger,1.21451,238688504.949,83578333.8232,Never Take Off the Mask,texas|horse|survivor|texas ranger|partner,Action,Walt Disney Pictures,6.0,2013
5509,82682,Gangster Squad,1.212556,56162001.1644,98471553.9464,No Names. No Badges. No Mercy.,los angeles|gangster,Crime,Village Roadshow Pictures,6.1,2013
5512,86825,Stoker,1.188033,11232400.2329,11304887.5918,Innocence Ends.,mystery,Drama,Fox Searchlight Pictures,6.3,2013
5514,152747,All Is Lost,1.134425,8424300.17466,5717965.66255,Never give up.,yacht|sailor|storm at sea|unconsciousness|life raft,Action,Sudden Storm Productions,6.5,2013
5515,76617,Texas Chainsaw 3D,1.120621,18720667.0548,44220036.1683,Evil wears many faces.,sequel|gore|leatherface|slasher|chainsaw,Horror,Nu Image Films,5.4,2013
5516,157386,The Spectacular Now,1.116296,2340083.38185,6416144.51606,From the Writers of (500) Days of Summer,alcoholism|coming of age|teen|high school senior|based on young adult book,Comedy,21 Laps Entertainment,6.8,2013
5517,68727,Trance,1.114792,18720667.0548,22709637.7738,Don't be a hero.,amnesia|art thief|hypnotism|heist movie|duringcreditsstinger,Thriller,Cloud Eight Films,6.4,2013
5518,109443,Anchorman 2: The Legend Continues,1.108437,46801667.637,162541269.711,It's kind of a big deal,journalism|mustache|tv news|newsroom|gang warfare,Comedy,Paramount Pictures,6.0,2013
5520,68728,Oz: The Great and Powerful,1.094958,187206670.548,460405366.092,"In Oz, nothing is what it seems",circus|witch|magic|hope|illusion,Fantasy,Walt Disney Pictures,5.6,2013
5521,77950,Turbo,1.089268,126364502.62,264495582.859,SLO NO MO,underdog|car race|dream|speed|power,Animation,DreamWorks Animation,6.1,2013
5522,136418,Redemption,1.078745,18720667.0548,7818578.95161,All roads don't lead to salvation.,homeless person|chinese mafia|redemption,Action,Lionsgate,5.7,2013
5523,134374,Pain & Gain,1.07557,23400833.8185,80662946.5581,Their American dream is bigger than yours.,miami|scam|crime|weight lifting|weightlifting,Thriller,Paramount Pictures,6.1,2013
5526,72710,The Host,1.06549,41185467.5206,59276372.2717,You will be one of us,based on novel|mass murder|dystopia|two word title|genocide,Action,Nick Wechsler Productions,6.0,2013
5527,87516,Oldboy,1.064357,28081000.5822,4550078.7204,Ask not why you were imprisoned. Ask why you were set free.,imprisonment|remake of korean film,Drama,Vertigo Entertainment,6.0,2013
5529,132232,Mama,1.054366,14040500.2911,137126799.758,A Mother's Love is Forever,supernatural horror,Horror,Universal Pictures,6.0,2013
5532,144340,Admission,1.047374,12168433.5856,16848600.3493,Let someone in.,princeton university|admissions,Comedy,Focus Features,5.4,2013
5534,132363,The Butler,1.031715,23400833.8185,108507022.122,One quiet voice can ignite a revolution,white house|butler|biography|civil rights,Drama,Laura Ziskin Productions,7.2,2013
5535,87818,Movie 43,1.020237,5616200.11644,30363974.6971,The biggest cast ever assembled for the most outrageous comedy ever made.,slapstick|ensemble cast|duringcreditsstinger|woman director,Comedy,Greenestreet Films,4.4,2013
5536,107811,21 & Over,1.010837,12168433.5856,44991072.1139,Finally.,alcohol|birthday|debauchery,Comedy,Relativity Media,5.7,2013
5537,68179,Escape from Planet Earth,1.002527,37441334.1096,69825881.8838,Earth's greatest secrets are about to break out!,alien|escape|planet|astronaut|Γη,Animation,Rainmaker Entertainment,5.8,2013
5538,64807,Grudge Match,0.983805,37441334.1096,42034693.1402,DeNiro vs Stallone,father-son relationship|sport|rival|elderly|elderly man,Comedy,Gerber Pictures,6.0,2013
5539,205601,Belle,0.976612,10202763.5449,15449661.0623,Based on the inspiring true story,victorian england|trial|slave|black woman|high society,Drama,Isle of Man Film,7.1,2013
5541,106747,Machete Kills,0.968034,11232400.2329,14048139.2593,Trained to kill. Left for dead. Back for more.,mexico|white house|nuclear missile|machete|outer space,Action,Open Road Films,5.2,2013
5542,112949,Safe Haven,0.96795,26208933.8767,91351370.072,You know it when you find it,based on novel|small town|widower|single father|nicholas sparks,Romance,Temple Hill Productions,6.8,2013
5545,209403,Bad Words,0.941711,8892316.85103,7301060.15138,The end justifies the means,competition|satire|spelling bee|estranged father|unlikely friendship,Comedy,Darko Entertainment,6.2,2013
5546,96936,The Bling Ring,0.939402,14040500.2911,17921043.7146,"Living the Dream, One Heist at a Time",celebrity|thief|fame|burglary|hollywood,Drama,Pathé Distribution,5.3,2013
5547,169209,Empire State,0.937954,10296366.8801,3406548.30213,Based on a true story.,heist|armored truck,Action,Grindstone Entertainment Group,5.0,2013
5548,119675,Behind the Candelabra,0.934716,21528767.113,14602120.3028,Too much of a good thing is wonderful,based on novel|celebrity|based on true story|gay relationship|gay interest,Drama,HBO Films,6.6,2013
5549,109451,Cloudy with a Chance of Meatballs 2,0.932599,73010601.5138,232496289.564,Something big was leftover.,inventor|food|scientist,Animation,Columbia Pictures,6.4,2013
5551,160588,Blue Jasmine,0.92639,16848600.3493,91268382.291,Blue Moon. I used to know the words. Now they're all a jumble.,san francisco|two word title|new york city|rich|narcissism,Comedy,Perdido Productions,6.9,2013
5556,139038,A Haunted House,0.892455,2340083.38185,56294621.1779,This $*%! ain't paranormal.,horror spoof|found footage|duringcreditsstinger,Comedy,Endgame Entertainment,5.5,2013
5557,77987,Only God Forgives,0.890458,4492960.09315,9676139.01219,Time to Meet The Devil,suicidal|written by director|arthouse|bangkok thailand|neo-noir,Drama,Gaumont,5.3,2013
5558,109421,Side Effects,0.886993,28081000.5822,59319014.2071,One pill can change your life.,fraud|coverup|murder|drug|prescription medication,Thriller,Di Bonaventura Pictures,6.3,2013
5561,152742,La migliore offerta,0.873688,12636450.262,18024139.3641,A Master of Possession. A Crime of Obsession,painting|auctioneer|confidence game|fine art|honey pot,Drama,Paco Cinematografica,7.7,2013
5562,124459,The Incredible Burt Wonderstone,0.869067,28081000.5822,25682771.7445,Abracatastic!,las vegas nevada|magician,Comedy,New Line Cinema,5.2,2013
5563,103731,Mud,0.864697,9360333.5274,20206807.209,People just sometimes forget why they fell in love in the first place.,river|snake|arkansas|fugitive|river boat,Drama,FilmNation Entertainment,6.9,2013
5567,127560,The Railway Man,0.859276,16848600.3493,20882176.8017,Revenge is never a straight line,post traumatic stress  disorder|japanese|world war ii|victim|autobiography,Drama,Archer Street Productions,6.6,2013
5568,98357,Broken City,0.844466,52417867.7535,18440946.5918,Proof Can Be a Powerful Weapon.,mayor|politics|double crossed,Thriller,Regency Enterprises,5.7,2013
5572,77951,Walking With Dinosaurs,0.816581,74882668.2192,118451761.521,The Greatest Adventure in 70 Million Years,dinosaur|3d,Animation,20th Century Fox,5.0,2013
5575,123109,No One Lives,0.799645,2714496.72295,70125.7467206,No one runs. No one escapes.,suicide|male nudity|female nudity|shotgun|restaurant,Horror,Pathe,5.3,2013
5577,109491,Beautiful Creatures,0.787443,56162001.1644,56210804.0714,Dark secrets will come to light.,civil war|southern u.s.|magic|light|dark,Fantasy,Alcon Entertainment,5.5,2013
5578,199373,The Frozen Ground,0.784571,25478827.8616,5145329.47438,The hunter becomes the hunted,gun|escape|serial killer|man hunt|hunting,Thriller,Grindstone Entertainment Group,6.2,2013
5579,77931,The Smurfs 2,0.782462,98283502.0377,325209978.49,Get ready to get naughty!,based on cartoon|smurf,Fantasy,Columbia Pictures,5.5,2013
5581,109410,42,0.774149,37441334.1096,88942088.5525,The True Story Of An American Legend,baseball|biography|sport|brooklyn dodgers,Drama,Warner Bros.,6.8,2013
5582,77805,Lovelace,0.765495,9360333.5274,1484157.6355,The truth goes deeper than you think.,biography|porno star,Drama,Helios-Filmproduktion,6.0,2013
5584,147773,The Way Way Back,0.752327,4305753.42261,21714712.0106,We've all been there.,shyness|beach|bicycle|conversation|friendship,Comedy,Fox Searchlight,7.1,2013
5585,162903,The Fifth Estate,0.751379,26208933.8767,8007772.82096,You can't expose the world's secrets without exposing yourself.,journalist|biography|internet|information leak|activist,Drama,DreamWorks SKG,5.6,2013
5586,227707,The Adventurer: The Curse of the Midas Box,0.74452,23400833.8185,5989.67742419,The new name for adventure.,london|based on novel|key|adventure|supernatural,Fantasy,Matador Pictures,5.2,2013
5588,76170,The Wolverine,0.734349,112324002.329,388866326.013,"When he's most vulnerable, he's most dangerous.",japan|samurai|mutant|world war i|marvel comic,Action,Twentieth Century Fox Film Corporation,6.4,2013
5589,134411,Snitch,0.733975,32761167.3459,40184344.2806,How far would you go to save your son?,father-son relationship|based on true story,Thriller,Front Street Productions,5.7,2013
5590,175574,Free Birds,0.732485,51481834.4007,102963668.801,Hang On To Your Nuggets,holiday|thanksgiving|freedom|duringcreditsstinger|3d animation,Animation,Reel FX Creative Studios,5.8,2013
5591,129670,Nebraska,0.724877,11232400.2329,16525586.4717,Life's not about winning or losing. It's about how you get there in the end.,montana|small town|dementia|aging|road trip,Drama,Paramount Pictures,7.3,2013
5593,4258,Scary Movie 5,0.723277,18720667.0548,73365118.5299,Evil is coming. Bring protection.,sequel|parody|spoof|aftercreditsstinger|duringcreditsstinger,Comedy,Dimension Films,4.6,2013
5598,76544,Man of Tai Chi,0.707968,23400833.8185,1923493.31391,No Rules. No Mercy. Pure Fighting.,china|martial arts|tai chi|extortion|illegal matches,Action,Universal Pictures,5.6,2013
5603,152737,August: Osage County,0.687654,23400833.8185,69443319.4364,Misery loves family.,suicide|drug addiction|funeral|dysfunctional family|based on play,Comedy,Jean Doumanian Productions,6.8,2013
5615,132344,Before Midnight,0.639506,2808100.05822,10461547.7499,Everything's better with maturity,hotel|airport|hotel room|greece|dream,Romance,Castle Rock Entertainment,7.1,2013
5618,227348,Paranormal Activity: The Marked Ones,0.625753,4680166.7637,80838060.6138,You're one of us now.,supernatural|demon|found footage,Horror,Blumhouse Productions,5.3,2013
5624,115782,Jobs,0.598453,11232400.2329,33632998.171,"Some see what's possible, others change what's possible.",biography|computer|based on true story|apple computer|steve jobs,Drama,Open Road Films,6.0,2013
5625,145135,Dark Skies,0.596009,3276116.73459,23563999.4084,Once you have been chosen. You belong to them.,supernatural|horror|alien|fear,Science Fiction,Alliance Films,6.0,2013
5626,157360,In a World...,0.592819,936033.35274,2774311.12625,Speak up and let your voice be heard,father daughter relationship|voice over narration|voice over|woman director|voice acting,Comedy,3311 Productions,6.4,2013
5628,115348,Paranoia,0.58119,32761167.3459,12903233.808,In a war between kings even a pawn can change the game.,based on novel,Drama,Gaumont,5.6,2013
5644,164457,Out of the Furnace,0.54416,20592733.7603,14414913.6322,Sometimes your battles choose you.,prison|brother|revenge|drug use|family,Thriller,Appian Way,6.4,2013
5645,129139,The To Do List,0.53635,1404050.02911,3338105.54338,She's going from straight A's to getting her first F.,sex|sexuality|irony|megaphone|cupboard,Comedy,3 Arts Entertainment,5.6,2013
5650,82992,Fast & Furious 6,0.522347,149765336.438,738230644.234,All roads lead to this,car race|sequel|crime|car|automobile racing,Action,Universal Pictures,6.6,2013
5656,109417,Battle of the Year,0.506169,18720667.0548,15490862.4424,The World is watching,musical|3d,Music,Screen Gems,5.9,2013
5673,172391,Khumba,0.457857,18720667.0548,25448289.7735,"Half a zebra, a whole lot of adventure!",3d animation|khumba,Animation,Triggerfish Animation,5.8,2013
5679,175541,Black Nativity,0.442256,16380583.673,6569258.97984,The Musical Event of the Holiday Season,based on novel|musical|color in title|based on stage musical|woman director,Drama,Fox Searchlight Pictures,6.2,2013
5697,211067,The Sacrament,0.412492,3744133.41096,8631.16354562,Documented for the first time witness the untold story of the tragedy at Eden Parish,based on true story|suspense|thriller|mumblegore,Mystery,Worldview Entertainment,5.4,2013
5704,158916,Sweetwater,0.387592,6552233.46918,5753.7970193,Revenge is Sweet.,new mexico|love|revenge|murder|religious fanatic,Western,Kickstart Productions,5.7,2013
5713,152259,Phantom,0.381676,9360333.5274,968409.810378,You will never see it coming.,submarine|cold war|soviet,Thriller,Trilogy Entertainment Group,5.4,2013
5722,199534,Wolf Creek 2,0.364964,7488266.82192,9014416.7857,The Outback Can Be Crazy This Time Of Year,tourist|australia|psychopath|sequel|slaughter,Horror,South Australian Film Corporation,5.6,2013
5727,193613,Metallica: Through the Never,0.359864,16848600.3493,7462963.0323,Experience Metallica like never before,heavy metal|live concert,Music,Exclusive Media Group,6.6,2013
5741,156711,Austenland,0.341686,4586563.42843,2020934.38593,I love Mr. Darcy,jane austen|duringcreditsstinger|woman director,Comedy,Fickle Fish Films,6.6,2013
5746,87499,The East,0.33771,6084216.79281,2247893.45694,"Spy on us, we'll spy on you.",secret organization|murder|environmentalism|vanity film|eco-terrorists,Drama,Scott Free Productions,6.3,2013
5750,146304,The Best Man Holiday,0.332741,15912566.9966,67043571.4165,Times change. Friendship doesn't.,best man,Comedy,Universal Pictures,7.0,2013
5775,109729,The Canyons,0.510295,234008.338185,53190.0952695,It's not the hills.,prostitute|sex|secret|paranoia|nudity,Thriller,Filmworks/FX,4.4,2013
5787,214086,The Face of Love,0.295687,3744133.41096,327617.289659,She lost her perfect love... until she found his perfect double.,widow|middle age|finding love,Drama,Mockingbird Pictures,5.8,2013
5812,209262,Parkland,0.273681,9360333.5274,611839.137052,"November 22, 1963, 12:38 pm - A trauma patient is rushed to Parkland Memorial Hospital in Dallas. His name is President John F. Kennedy.",fbi|john f. kennedy|hospital|dallas texas|kennedy assassination,History,Playtone,5.8,2013
5833,146203,The Last Exorcism Part II,0.238632,4680166.7637,14208332.9433,The second coming,found footage,Horror,StudioCanal,4.5,2013
5840,192136,Mandela: Long Walk to Freedom,0.229656,32761167.3459,25581791.5304,It is an ideal for which I am prepared to die.,prison|south africa|apartheid|biography|nelson mandela,Drama,Distant Horizons,6.5,2013
5846,205220,Philomena,0.227851,11232400.2329,93724899.7976,These two unlikely companions are on a journey to find her long lost son.,mother|washington d.c.|journalist|aids|adoption,Drama,BBC Films,7.4,2013
